This file contains the result of GNN0 on test set.
 MAE: 352.4808 s RMSE: 512.3610 s.
The result table is:
                                                                                                                                       smiles    real_rt    pred_rt
523                                                                                       COC1=CC(=CC(=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O  34.685000  21.756920
524            CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O  13.221683  11.970356
525                                                                                                            C1=CC=C2C(=C1)C=CC(=N2)C(=O)O   2.130000   4.834970
526                                                                   C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O  58.600000  13.354383
527                                                                                                  COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N   3.650000   7.528909
528                                                                                         C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O   6.550000  14.334658
529                                                                                                             CC(=O)NC1=C(NC(=O)N(C1=O)C)N   0.681400   1.706020
530                                                                                                                   CCCCCCCCCCCCCCCC(=O)OC  13.835217  54.176262
531                                                                                                               C1=CC(=CC(=C1)O)C(C(=O)O)O   2.660000   2.584866
532                                                                                                      CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C  25.000000  17.293066
533                                                                                              C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I   6.310000  12.713761
534                                                                                                                 CC(=O)NC(CCC(=O)O)C(=O)O  11.600000   4.912204
535                                                                                             CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O   0.670000  19.666922
536                                                                                                                  C1=CC(=C(C=C1O)C(=O)O)O   6.280000   5.363782
537                                                                                                          CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O   4.560000   6.162851
538                                            C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CNC5=O)O)O)O)O)C(=O)N   0.820000  10.485425
539                                                                                                           C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN  13.145000   5.965396
540                                                                                                  CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O  13.860000   3.580927
541                                                                                                                             C1CSC(=O)C1N  11.850000   2.546884
542                                                                        C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F  13.500000  11.606754
543                                                                                                                C1=CC(=CC=C1CC(C(=O)O)N)O   0.810000   3.732203
544                                                                                                      CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl  45.530000  20.718220
545                                                                                             C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl   4.800000   4.142578
546                                                                                        CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C  49.400000  12.393738
547                                                                                                       CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34   9.393750  15.424422
548                                                                                                                CCOC(=O)C1=CC=CC=C1C(=O)O  19.900000   9.171614
549                                                                     CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC  13.954583  21.511848
550                                                              CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O  12.800000   9.817387
551                                                                                                              CCCCCCCCCCCCCCCCCCCCCC(=O)O  18.680000  17.816833
552                                                                                                           C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O   5.100000  16.511349
553                                                                     COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O  17.169784  10.205866
554                                                                                                                           CN1CC(=O)NC1=N   2.200000   4.526314
555                                                                                               C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3  10.490000  15.116410
556                                                                                                                  C1=CC(=C(C=C1C(=O)O)O)O   5.200000   3.895136
557                                                                                            C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O   0.690000   2.581224
558                                                                        C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N  21.300000   6.836795
559                                                                                                                             C(CC(=O)O)CN   8.200000   5.558478
560                                                                                                                   C1=CC=C(C=C1)C=CC(=O)O   9.440000  12.697894
561                                                                                                 CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O  10.190000   9.692402
562                                                                                                                  C(C(C(=O)O)N)S(=O)(=O)O   0.650000   5.364903
563                                                                                 CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C  15.430000   9.006527
564                                                                                         CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC   7.140000  12.818567
565                                                                                                              C1=CC=C2C(=C1)C(=CN2)C(=O)O   4.700000  10.104717
566                                                                                                                   C(C(C(C(C(CO)O)O)O)O)O   0.640000   4.924448
567                                                                                                                C1=CC2=C(C=CC(=O)N2)C=C1O   2.160000   2.663583
568                                                                                                               CC(C)C(C(=O)NC(CO)C(=O)O)N   4.814617   2.650837
569                                                                                                                 CCCCCC(C)CCCCCCCCCC(=O)O  13.769250  15.461248
570                                                                                                                   CCCCCCCCCCCCCCC(=O)OCC  14.078383  30.823330
571                                                                                                                       CC(=O)CC1=CC=CC=C1   3.313333  13.873943
572                                                                        C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O   1.410000  15.377785
573                                             C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O  24.390000   9.532166
574                                                                                     C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O   1.200000  11.922863
575                                                                                                                 C1=CC(=C(C=C1O)CC(=O)O)O   1.100000   3.432136
576                                                                                                 CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC   2.830000   2.576666
577                                    CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O   9.410000  12.888744
578                                                                                      CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O   9.190000   8.875697
579                                                                               C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O  10.520000  14.759425
580                                                     CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O   1.120000  13.229418
581                                                                                                             C1=C(C(=O)NC(=O)N1)C(=O)[O-]   4.240000   2.929301
582                                                                                               C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O   4.680000  12.164886
583                                                                                                    C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N   2.200000   2.307045
584                                                                                                                  C1=CC(=CC=C1C=CC(=O)O)O  56.180000  10.678969
585                                                                             C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O  11.063750  19.751286
586                                                                                                               CC(C)C(C(=O)O)NC(=O)C(CO)N   4.814617   3.329022
587                                                                         CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C   9.400000   9.709001
588                                                                                                            C1C(C(OC1N2C=CC(=NC2=O)N)CO)O  10.040000   4.261639
589                                                                                    COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)O   8.800000  20.598526
590                                                                                                                       C(C(C(C(CO)O)O)O)O   0.640000   4.534996
591                                                                       C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O  62.250000  10.777512
592                                                                                                                COC1=CC(=CC(=C1O)OC)C=CCO  23.600000  12.839652
593                                                                                 CC1=CC2=C(C(=C1CCOC3C(C(C(C(O3)CO)O)O)O)C)C(=O)C(C2)(C)C   3.887250  17.880222
594                                                                                                                  C[N+]1(CCCC1C(=O)[O-])C   0.444000   2.548245
595                                                                                                                      C(C(C(=O)O)O)C(=O)O   0.800000   3.723855
596                                                                                           COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O  15.526667  19.599880
597                                                                                                               C[N+]1=CC=CC(=C1)C(=O)[O-]   2.720000   2.268614
598                                                                                                       C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O  31.600000  14.339754
599                                                                                                 CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O  10.810000  28.600880
600                                                                                                         C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O   3.527350  11.128217
601                                                                                                                 C(C1C(C(C(C(O1)O)O)O)O)O  12.410000   5.257781
602                                                                                                  CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl   3.270000   6.720653
603                                                                                      CC(=CCC1=C(C=CC(=C1)C(=O)C)OC2C(C(C(C(O2)CO)O)O)O)C   1.885350   5.113782
604                                                                                                                C1=CC=C(C(=C1)C=CC(=O)O)O   8.940000  27.872644
605                                                                               C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N  15.380000  13.956656
606                                                                                                               C1=CC=C(C=C1)C(C(=O)[O-])O   3.013000   1.230848
607                                                                                                           C1=CC(=CC=C1C(=O)O)OS(=O)(=O)O   2.550000   1.143469
608                                                                                                                 C1(C(=O)NC(=O)N1)NC(=O)N   1.627091   4.799991
609                                                                                                               C12=C(NC(=O)N1)NC(=O)NC2=O   5.870000   2.964266
610                                                                                                                  C1CCC(CC1)NCCS(=O)(=O)O   5.000000   4.659303
611                                                                         C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O   4.540000   7.331622
612                                                                                                                              C1COCCN1N=O   4.400000   2.300154
613                                                   CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O   9.620000  13.679443
614                                                                                                        COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)O  11.835000  18.066208
615                                                                                             CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O  10.726181  19.851421
616                                                                                                                C1=CC(=C(C(=C1)O)N)C(=O)O   3.430000   3.466048
617                                                                                                               C(C(C(C(C(C(=O)O)O)O)O)O)O   0.170000   4.676078
618                                                                                   CC1C2CC(C(=C)C3CCC(=C)C3C2OC1=O)OC4C(C(C(C(O4)CO)O)O)O   4.300033   9.321007
619                                                                                                                   C1CC(NC1)C(=O)NCC(=O)O   7.713000   4.557340
620                                                                                      C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O   3.210000   6.841500
621                                                                                                              C1=CC=C2C(=C1)C(=CC(=O)O2)O  24.200000  11.782701
622                                                                                         CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O  13.000000  15.739293
623                                                                                                                        CC(C)CC(=O)C(=O)O   5.700000   6.420532
624                                                                                                     CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N   3.000000   4.549105
625                                                                                                          CCCCCCCCCCCCCCCCCCCCCCC(=O)[O-]   1.530000  10.668612
626                                                                                            C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O   7.750000  20.944307
627                                                                                                                   C1=C(NC=N1)CC(C(=O)O)N   0.600000   6.064197
628                                                                                               COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O  38.985000  22.279276
629                                                                                                             COC1=C(C2=C(C=C1CC=C)OCO2)OC   5.203550  14.830407
630                                                                                                   CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C   7.900000   8.517323
631                                                                                                       C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O   3.334158   4.286920
632                                                                                         CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)CO   8.911835   3.645454
633                                                                                                                         CCCCNC(=O)OCC#CI  23.000000   9.481223
634                                                                                      C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O  30.890000  19.710892
635                                                                                            CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42   6.400000   5.550401
636                                                                                              CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl  26.100000  15.767039
637                                                                    CC(CC(C(C(C)(C)O)O)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O  25.859983  30.798738
638                                                                                              CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC   1.480000  12.879189
639                                                                                                CCCS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC   6.160000   5.995079
640                                                                    C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O  10.818333  18.391113
641                                                                                                                     C(C1C(C(C(O1)O)O)O)O   0.660000   5.770532
642                                                                                                                         C(CC(=O)O)C(=O)O   1.170000   0.854766
643                                                                                                          CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C   6.999883   9.315036
644                                                                                                          C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)N   1.700000   5.568123
645                                                                                    C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)[O-])[NH3+]   2.908333   5.529088
646                                                                                         CCC(C)(CC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O)O   3.943800   4.509721
647                                                                                     CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC   7.100000  12.482991
648                                                                                               COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)OC  23.843333  23.485802
649                                                                                                            C1=CC=C2C(=C1)C=CC(=N2)C(=O)O   1.900000   4.834971
650                                                                                                                       CC1=C(NC(=O)N=C1)N   1.000000   2.246354
651                                                                                                               C1=C(C=C(C(=C1O)O)O)C(=O)O   1.469000   2.927279
652                                                                                                                        C1=C(NC(=O)N=C1)N   8.701000   2.559147
653                                                                                                                     C1C(C(C(C(O1)O)O)O)O   0.640000   5.280432
654                                                                                                                             CC(=O)NCCCCN   0.710000   4.696037
655                                                                                          CC1C(C(C(OC1OC2=C(C=C(C=C2)C(=O)O)OC)C(=O)O)O)O   1.450000   1.260706
656                                                                                                             CN1C=NC2=C1C(=O)N(C(=O)N2C)C   1.240000   5.748262
657                                                                                                                    CC(CC(=O)O)(CC(=O)O)O   1.480000   3.553654
658                                                                                                                     C1=NC2=NC=NC(=C2N1)N   9.080000   3.791094
659                                                                                                                           CN1CC(=O)NC1=N  11.690000   4.526314
660                                                                                                         C1CC(N(C1)C(=O)C[NH3+])C(=O)[O-]   1.673583   5.539973
661                                                                                                               COC1=C(C=CC(=C1)CCC(=O)O)O   7.440000  10.566534
662                                                                                                 C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N  10.600000   4.741761
663                                                                    C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O   5.340000  18.391113
664                                                                                    CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O   4.981667   9.592891.
